source,target,type
f9bbc83553ebf8fea9e485ce31b10799d69150e1,9009fa874c019c758d6e955d1fbf1d4676500fc7,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,b3bee59bf0b24565afd0622681bb17b465be6d2c,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,e305d91db22e9b14d583cf9cfd96e061bfa78e5b,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,82f18c7165234a3f108ae030c1b99932eb758743,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,ce64bb0741b9a4538ca7b023e510306c7959c874,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,16dc2b45d6ebda3a698a3954ad5af76a13921e88,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,492a1968ab2609dc6d669d876a1901560188d96b,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,5bee665bb23008bfa6104f6dac6d2364b4a25f79,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,acb4a2a6c50d155ed8502a7cac535d6963243581,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,5a7b77e68b50d2b830ad4fd73c1dbdc3cc6ea10b,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,c6a9f104f754e7d5e517df0def59596b4ecf2df1,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,70c5e2ec70d2ea1d74182503b8f7b2251babf09c,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,05520f75437cd1a36d66d85b3855da3834c31876,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,961ce12c6d3aeb57b9146860ace228f0eb91703a,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,0d03e7cfd354c52e5ec59dfb83cc69d1ad770ec6,citation
f9bbc83553ebf8fea9e485ce31b10799d69150e1,c79b979620b2a4193b3a5e0b7155da864aa1b597,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,2a3d09e6cb6bc902ef9ea3913262f3e6fb874008,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,f6e7e8b96b8ce1f32973318b3b88bc54f6eb4ab7,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,33ed3d9a505131daf631ca5fa1307e3aafdd3343,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,d035359d8ed1e89db5eb5b2455215a69f276ed94,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,f46239e42370b0370427bfddda70869ca09fc758,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,6a78c73c92d5e5d9759b46eff892baf1d6e83754,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,e795f62df9ccac2a39e126f95404e5364d55193c,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,207c4b5a58d2b47a1e1b5f8a6877018a99f1bf68,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,f4a62db4dd86129561a16b0a18cc09985580554c,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,874deb5f06f35e52ae13a921b23611eec4abd1da,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,736973165f98105fec3729b7db414ae4d80fcbeb,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,cb4f1fb55f4580e9812d5de96365fce67c0ef79b,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,10194e9d1d6b8ca8870445c990d4933c1dac1125,reference
f9bbc83553ebf8fea9e485ce31b10799d69150e1,80d7b9180299ed1954dbc3acde4ad4efa8974e0a,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,332f1750ce3244c7335526a446eecc2ce04f379e,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,9c479f024dfc5840b05c8fd0157b2770296d8b2c,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,2d0a2f3f7383211cd970d36fa371ac269ead4081,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,632bfbf636c01782e4cf72600a2f49ae0c6fb8d9,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,577cc2ebc53d39bcd615433fd666aec130173cbf,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,44e9cf43f8d066c8b3fc79ffdeece37812fdc043,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,39634aaadaf604d0eb5132cfa0f4e45ca9dadc32,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,e5734f0663769729edd81977848281ba18b158ec,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,8fb34d79145d46d5a6069bdd92a11526408dbd62,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,7978979d5835548ea1480c2242d68e3cd46eeb22,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,c0f0053236accfcb4560686928ebe661dafa756d,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,17d251561931cc33b4fca14cae425dbd8be998e0,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,ff7c9150a99a7cfa08165ce84f02a2ee02a9e9a2,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,351eb14fcf8fc7c331642a1e39c97d463f8ed82a,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,88b55a53d6153239f0aded1c2655df69fc6ed143,citation
cc453649a6830bb7e4ced7e353e16d186df8d442,aed49b04bc5fce5f3d7629db16e7f4fc870ebd89,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,7c2f83c8737648f6b78dee11b1a2e97400d5bc75,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,336d62ea5c8840afc7b8bf9fed801dabfe7daf7d,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,9c7ba900cd45fca293c5a42090c8a2fc043e8ec0,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,f8c306a5e8a19f5806bac9f26de14d09f7686aac,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,aaf046c4da99ee6184f3fd31961a9967272152f9,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,ef8ab2a0be51a0cd04c2c0f01adfae956a2a84af,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,204e3073870fae3d05bcbc2f6a8e263d9b72e776,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,9b1e4e897b62085f2f4d731e5c3ec891b76b76cd,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,e7a4865ca4207263ed4f2b54bb2d580ef0431360,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,aab5002a22b9b4244a8329b140bd0a86021aa2d1,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,6f80a31379f284c0d9be24c3d58326acc89e6495,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,eba56a16763a489367dd5ca1ead995d75dbe8b1a,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,f352ee70fd42f35dc887058851719c072a3df48c,reference
cc453649a6830bb7e4ced7e353e16d186df8d442,52bf867def9dc4c3615b77c5b8e28a1c314e8407,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,7c1913540f6ce1e30bc6b528feb6ab3ad3f10f06,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,652f2405dc5c0c4f0cc0cca9bb42dc6b4167f90b,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,5a053be906d53b1020ac2433dcea4cc134ddbc2a,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,594eafacc4b8c81e63f74120aa2b58ad5cc98c3e,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,8b815012be407ee8bc46c9c492e4da397dfb3b5f,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,6444cc5b0d12861a6136b42907ae02c81e53aba5,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,cdfde48feeb291ed8388a2afc5b0518511c520c9,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,0d725add4312a7c3fc6a2f2e49d2d973ebadfd6e,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,4c5567783b2bb353efafe5a410461dc0a4b0b5bf,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,60ddac23557ab572ef44029342a3c0f56ffe203c,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,c2df31667ee0e20f5b41366fa1c8af663a258cd2,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,94fe64c43c96e39e30f1ac2e60d3fec99dd772b6,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,97111e9182d4f1782153197daa22e87c8fa6bc16,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,f39db0b977b87af46651c75c03026c506b2e5439,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,0113717908ef7d071a20047d14450f3225a149cb,citation
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,90f9b2892a437ca32c4ab26c09b8dbb7de8fa034,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,a9bcf4863cfa6e645b5a3170b6bd16fbe6580072,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,412f313e1fce958ccb32757d2c2dd848f90092e4,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,0d6edcd327959e9f662ca68682bb1f44fe040658,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,03bbab05e6bef2038032925ab91619f5e9aefb27,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,55e45d4ca9065df42e1e1fbdcc23323094b377b8,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,05333d9db571373ab1ad1612f8d6478083811327,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,e18f793d3fe7cb3a461bbaa8035689e0c43bc1e8,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,8f674ee698ef92de14b041efe43ab25d9abc70d0,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,909bbfc4661ad9c95cbfb4c07be592d54985a90e,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,9e7c2803b503d635cfd8b97e1a38f551577ef619,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,fe103dc81334be79273a07f635d7e80505a26b05,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,8495783c4f80bbbfae83f3fef6fcd2ddd699a740,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,228d437241f808e8d7b76ff736d2768c625b1820,reference
88d8bf22f1bb3b5b3f109d13ce827a826e9670a3,bff094e83607d50c8572050a544e407c3465cddb,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,29d03abd510d9d21cdc5d0d0a90f40df5f7d04e6,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,8307868fc7d7e419e3f6b1fc82cc73ce8224dffd,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,8e179464e387494e2d61b787e75e508f491a8560,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,51e4a901ef2809e92e41a83d1778095351624ce0,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,fd40c7105a34b9976f986dc81cbde89e795a7916,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,a2c72363721d4e4d333f8e9d497f260554648e35,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,c6767e7308b3b14497d49fbf25005d1b46b6bc4e,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,877f75577ca265779ab89e33be4382d86831439e,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,967cc40a5d78d79f1b2f9034d300801fd04d0586,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,0a0ae755abd760923f565e2dd4202159cd8e09fb,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,2f4494a7ee5137c0ff4119abd7a01fb0b5bbad56,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,7e8a51dbdd95eafc54c083fea5b77dad853f835c,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,31b49ec78e8072eb5f9d97857afe53b0ac1cd2c0,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,5cc4567d4cd78e524a8b65111ccef9743fb2d62a,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,bea5389e2713d8fb78e4f9894ae69f76e77c638c,citation
16fa1a8575ff56781b6b83726906754ed4e5f3a7,65741bb132d9338e37fbb2ce79b92ff1f1949344,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,4511ccc9237d492fa0ea670934ce5b292ff86f98,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,672a8c7fe6d079c82758a45c7fdefa741bdc6ef5,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,2fe2f849b94cf08b559226bc9d78adcaef5ef186,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,ea10efde403946d4b62bb074c27bac377ee49d03,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,7f4953b7e252a7e5677cfde959cad6b52b42c54e,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,0a541dfdd516d00d83c7a974f828477416d65455,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,069e9bb3c9674441c6872767f33ae5d9a4931cd3,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,6fe4afdff5113d08958baec9112d70f772fcc23b,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,328618aae2114a03ff4990aebe4103d19d1fc9f5,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,cf5e6e3c50a798d87033e0e108e88b3647738bbe,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,a01befd4d767ae0a803c117d01336b6a006f0a4a,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,c8e02bbd0536ba093f9cb907d08e511227825e8c,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,08a1b6ac7dd9ee7c697e47bc025ffe9badc54504,reference
16fa1a8575ff56781b6b83726906754ed4e5f3a7,b69ecfea811dfa80a6cae79a63659d10c337cab4,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,0787ddde0952449ac10d8b978fe1420791c00d50,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,06bdaea7d0e7145d23da3781334c61e292db3acc,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,e1f072464de5eafa19a22390fdbef0b384d1b5bd,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,3339eb8158b79986abed3759064076d4e02beea4,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,f391f98547cdf6838a4695dfd0f2f7d54cca1f23,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,2233695fcb100f6f2f1c46fda850106a86b81198,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,158e59599a28d6db0216def51263898aee623fd6,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,d84c65abc29c85f2eff53a6bf5516fb4a064941b,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,2b791fe8ed772cc001557f2a36dc96e90a028ef5,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,846b34f2cc320e92286de1ca99532b6c204594e8,citation
f4d324038d642dc245af77ae0437e7dc6a63e0b0,47a4c6108616dabc55661bd4d75ab8b16714c418,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,423113f346f8b6f91b5043ffeb60e8155e02b5b7,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,0e6a54c0a2455faaa586c8afd72b6573886b36d2,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,c066c226312762a697892d70e1c79c98c05907c4,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,13e50c5ff483d0cf84e15d77b66a96f045e7345d,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,fcf43c243288d7456b9abe6434b1ce388fc44a1d,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,268d347e8a55b5eb82fb5e7d2f800e33c75ab18a,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,158f2633962148b81afbe8417f147dfe8e37c9b0,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,bb713d56a39a040b35e4f9e036fb4422f543e614,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,9c5974b2af28f593f173c608c82e035e413709ff,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,c7e20a3d5237a9378856e15d85d26621ca7ff29e,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,45fba6de6e97dca2c3d3ff2ec6b8e73c5d1464d9,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,1cabe5eccb53eae9dd3f8d48637291db8ba608d2,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,0c941d3e11c961688cfaee2f7cc52321a09ede95,reference
f4d324038d642dc245af77ae0437e7dc6a63e0b0,79a4f79b89f31ad330f6e84f7f71510070122dd3,reference
e88282221e3809e5e859d605fae38afe54362c2f,b80b430324469ac93b6d90f50a8c41d884e281bf,citation
e88282221e3809e5e859d605fae38afe54362c2f,ba0ce41978030a9a809d3a293e2244e10f502167,citation
e88282221e3809e5e859d605fae38afe54362c2f,5c7d37a7a7f75d0c5679765889655d548ac5513c,citation
e88282221e3809e5e859d605fae38afe54362c2f,b3e9338baadadbbc17b657ad47416357b58a5464,citation
e88282221e3809e5e859d605fae38afe54362c2f,ea32b24288a9407989fa9e555ab60563bec1cee0,citation
e88282221e3809e5e859d605fae38afe54362c2f,92a83b5c44809a13d925f8326650702f3146c113,citation
e88282221e3809e5e859d605fae38afe54362c2f,4169778c54e258808ab131daf90d22ddd65a00e8,citation
e88282221e3809e5e859d605fae38afe54362c2f,c15430f7d770b7365cf5e9af32093ae3b3a7d03c,citation
e88282221e3809e5e859d605fae38afe54362c2f,dca4b2cc9d76281a1ac9bca29ebc38e8ccf9862a,citation
e88282221e3809e5e859d605fae38afe54362c2f,c6ce8ae4b8a44967830512343d8fe9b9e0607e61,citation
e88282221e3809e5e859d605fae38afe54362c2f,727ab959e5f56b846dd6e2e783c79628bbf88bb2,citation
e88282221e3809e5e859d605fae38afe54362c2f,0daeed6763c8149791bf6ffa15b5ccaa96de9e8f,citation
e88282221e3809e5e859d605fae38afe54362c2f,a572c5b3fba75e69caa993ed2a77c7a2b7af2ddb,citation
e88282221e3809e5e859d605fae38afe54362c2f,baa4bf0ebcf30666805346ef429e07c99b998866,citation
e88282221e3809e5e859d605fae38afe54362c2f,b1a75e8c1bd358c3f190a3db9074d53c55ee1858,citation
e88282221e3809e5e859d605fae38afe54362c2f,2185e947e97c200aa31269981c6f2541defefb38,reference
e88282221e3809e5e859d605fae38afe54362c2f,429a6f6a8455634e1bb818811248b25a008c78f4,reference
e88282221e3809e5e859d605fae38afe54362c2f,4d3283c50bcf41b9ad7a29a1914714b911b7f0ff,reference
e88282221e3809e5e859d605fae38afe54362c2f,55518098968253bf7f5f7cbfc27d60170dc7e1ea,reference
e88282221e3809e5e859d605fae38afe54362c2f,317c2a4a227048ed612b7ef076fdad60266b9deb,reference
e88282221e3809e5e859d605fae38afe54362c2f,0ca7d8c3250d43d14fdde46bf6fc299654d861ef,reference
e88282221e3809e5e859d605fae38afe54362c2f,fffbbc9d515ca6b5e9bc59cdded8c96a90c364d3,reference
e88282221e3809e5e859d605fae38afe54362c2f,6f394c354f298111177dba14ee175e0012abd631,reference
e88282221e3809e5e859d605fae38afe54362c2f,38b8c34c31f98fe43b0a478af24868365035cbb8,reference
e88282221e3809e5e859d605fae38afe54362c2f,aa63ac11aa9dcaa9edd4c88db18bec87e0834328,reference
e88282221e3809e5e859d605fae38afe54362c2f,cfb9b31386d6958d85ba34f01249aa66c6a42058,reference
e88282221e3809e5e859d605fae38afe54362c2f,f9775814d9454fb805e4f77ed357c6b237aec45e,reference
e88282221e3809e5e859d605fae38afe54362c2f,933bf60dca945a018ba13892f49449df5f4262af,reference
e88282221e3809e5e859d605fae38afe54362c2f,d933fa8de244bb22087bee5ebf9bd5daf3b45a61,reference
e88282221e3809e5e859d605fae38afe54362c2f,c0a96cb13fa9c427315e57e990678de19d5813c0,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,049447f91b85cb46317ee96975a4a6a9564cb990,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,8383ab3f75295259f4ac393b1457522211a6479e,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,930f541b43622e257c8f7ff2a6e5581947339665,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,151c720010e61ee962141313d4c1091a744c4e8b,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,678ba8f2a96c4200c7d225581b90ed10c6712261,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,a370cbf762023ab5de4d775420de63f33d729ee7,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,7050236fd06eb19dcde36290a3fbddd5bd346077,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,49a1db2a3a7dced6fa476b16c0096a4e9bcdec31,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,77c784c47c6f6cac491563c6bb10087b05c3397e,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,0456bec726800502f72bf63fde1a637d1807a62b,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,b00b493b49dfd890ad04b87734423d0223e5e7e2,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,3cfb4e2c593241f78b216bc564e0c4314b1bd7e6,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,0873064d96640da4a7353961fe7bc51f1eb52a96,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,c3912de36984733a190ce0d8d1680818e4374b0c,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,c3bc69e723e7420294cf143b5af7e6bcd47f7eb2,citation
603f52d670aff69e0cad2d4465f007dea1a494a0,4223ed6a7646b72806b2acc279e2394be386a171,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,67febf4dd4c535bac98c5c03c544a32e9595f564,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,fd143cc7410b15d8bcbeb41841fef17f871da762,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,d44ac0a7fd4734187bccafc4a2771027b8bb595e,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,f1ebf9a5a4688931b2e78bf2590bd56c47ae19b5,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,d6731948cf30a9bced489bb4c4289c4ff4689570,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,abb8c7535d62e5cfaa7332df2479312779988fb4,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,18a93dc1558bf9d7534d0b416633cebaf75c1145,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,5ffa8e4778c430412d804bf53c3ee9e77f0dacea,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,dd92c8cc2d20ed276311749463594c1801960844,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,faadd7d081c8d67e8c2567e8a5579e46cd6b2280,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,3c6dca9041f54583aeab60587c9e6e9272104dc1,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,a3e2f37ef359adc5706948b332ccac7f24af9c8d,reference
603f52d670aff69e0cad2d4465f007dea1a494a0,1b6d2c08e5b0b7ec50366b0175d266ed37ab7d77,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,cd777e828641942ba223b9868cfd6f91c3b84928,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,7a07923fb040fb0c4cd2ebad399d7d99014a47a0,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,b397b9acb2a8f2727b70cd6303cb2a0c630067be,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,5f3dca582473d7718c6fbd143c7ddc62e797d61a,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,0935c1ad58fe07491a94b31fddc3e8e2142bbd6a,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,738cfbdcc169a72eaf2e727d34c641fffdd75723,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,63f9e14bf5977d05da238cc0026dffea6a92ac33,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,74369fae09b30205bf1794c9309a98ec4ae9810e,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,00dde886bfb7c60774017740c5ecb2ce21992a86,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,3606da2f0dff8fcc6378758c70bea59c34e85df6,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,b5b3d3e8d936daf54fa765ed7eca63fccb3d6672,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,5d22440a893a62f56f1e6483f2fe35405a3acfcd,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,2a6cab13498daae3bceee46ff463d7525203ad79,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,45dc92077b56f4719f29e8ba28323b19746e7a23,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,9f37a11dd237529eb0eea52c2e2de80ef728d7f7,citation
2ae37891b8bc27dec393e9f862678772c9ef41d6,d666229c2661a55c89214157dd3f32d93e9db9e7,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,f1677dba4798764ae1d0004fd1c43d02ead44e0e,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,da968a2b748652eab9b1cf86c2a741b46c688f84,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,fbd8fd5f4b88b01ffed516abe1928ecbb2dcb2c2,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,6eb667902bd63e024d7147f84ce6a949d6a62a0f,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,178808e35da8aa76edec114be8bb37aacdab8e79,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,ea2af55fc580af82adcffe90583cb6fa53560637,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,720c6690b18513857100e44a3d5842df4b0cfa9c,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,016fa9cd2d5595dcd00268e63c171e95ea5cac6a,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,c28dc66d776b90ac58836fee8d958495ae3aec2c,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,61a2ea95ec9c9a5026e4640b48d29fcee35934eb,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,11cfab281e93fa7803931be8b589aa1f09d7af02,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,b9656df196ec13707c2fcd26627262e476f8a927,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,fbdeae35d4fb57a9bc5e9b3f3f0196d9980e152d,reference
2ae37891b8bc27dec393e9f862678772c9ef41d6,92657fd7acc9ede9788261cdb868958babd49707,reference
432210559eddc86693665b11780efbaf47864f85,79eea6daba22997f9c288a77c62c07858c60ed69,citation
432210559eddc86693665b11780efbaf47864f85,ce7b4bb9b715d084005c3488ef6d8107693458ad,citation
432210559eddc86693665b11780efbaf47864f85,f67d87aac99e1d15f8d43fb6bb4331a7a2cff38f,citation
432210559eddc86693665b11780efbaf47864f85,bcc173ba46e7cb7b7580ae25fab419605c4f4877,citation
432210559eddc86693665b11780efbaf47864f85,4c4d268d6da6b44eb6b12b9464ab52cf552cc648,citation
432210559eddc86693665b11780efbaf47864f85,95671e5a5b28189b1b12477e846bdfbf9332329b,citation
432210559eddc86693665b11780efbaf47864f85,9760e05987ecbbeef662a44b90f2c5eb0f88490c,citation
432210559eddc86693665b11780efbaf47864f85,e6e8417928316f8794860e81595d7d588bd74b3c,citation
432210559eddc86693665b11780efbaf47864f85,7686dd5af047025a8badb2cfd91e3a2cab6a4b96,citation
432210559eddc86693665b11780efbaf47864f85,d086b0e2fb58024ce264e985334eddd1314f0e7b,citation
